Trade Name,Packaging/Brand Style,UPC,Carton Name,UPC (Carton or Roll),Manufacturer
Room101 Hit & Run Toro 6 x 50 Cigars,1 ct,,20 pk Wood Box,689674152552,"General Cigar Company, Inc."
Room101 Johnny Tobacconaut 10th Anniversary Toro 6 x 50 Cigars,1 ct,689674161868,20 pk Wood Box,689674161851,"General Cigar Company, Inc."
Room101 Johnny Tobacconaut Gordo 6 x 60 Cigars,1 ct,689674151180,20 pk Wood Box,689674151173,"General Cigar Company, Inc."
Room101 Johnny Tobacconaut Ranflactic Perfectos 6 x 56 Cigars,1 ct,,10 pk Wood Box,689674151210,"General Cigar Company, Inc."
Room101 Johnny Tobacconaut Toro 6 x 52 Cigars,1 ct,689674151159,20 pk Wood Box,689674151142,"General Cigar Company, Inc."
Room101 The Big Payback 70s 7 x 70 Cigars,1 ct,,30 pk Wood Box,689674151326,"General Cigar Company, Inc."
Room101 The Big Payback Connecticut Gordo 6 x 60 Cigars,1 ct,,40 pk Wood Box,817094024344,"General Cigar Company, Inc."
Room101 The Big Payback Connecticut Robusto 5 1/4 x 50 Cigars,1 ct,,40 pk Wood Box,817094024320,"General Cigar Company, Inc."
Room101 The Big Payback Connecticut Toro 6 x 54 Cigars,1 ct,,40 pk Wood Box,817094024337,"General Cigar Company, Inc."
Room101 The Big Payback El Gran Papi Chulo Maduro Rothschild 4 1/2 x 50 Cigars,1 ct,,50 pk Wood Box,689674149989,"General Cigar Company, Inc."
Room101 The Big Payback El Gran Papi Chulo Sumatra EMS 4 1/2 x 50 Cigars,1 ct,,50 pk Wood Box,689674149910,"General Cigar Company, Inc."
Room101 The Big Payback Gordo 6 x 60 Cigars,1 ct,,40 pk Wood Box,689674150176,"General Cigar Company, Inc."
Room101 The Big Payback Maduro 70s 7 x 70 Cigars,1 ct,,30 pk Wood Box,689674157519,"General Cigar Company, Inc."
Room101 The Big Payback Maduro Gordo 6 x 54 Cigars,1 ct,,40 pk Wood Box,689674150145,"General Cigar Company, Inc."
Room101 The Big Payback Maduro Robusto 5 1/4 x 50 Cigars,1 ct,,40 pk Wood Box,689674150329,"General Cigar Company, Inc."
Room101 The Big Payback Nicaragua Gordo 6 x 60 Cigars,1 ct,,40 pk Wood Box,689674147558,"General Cigar Company, Inc."
Room101 The Big Payback Nicaragua Robusto 5 x 50 Cigars,1 ct,,40 pk Wood Box,689674147473,"General Cigar Company, Inc."
Room101 The Big Payback Nicaragua Toro 6 x 54 Cigars,1 ct,,40 pk Wood Box,689674147503,"General Cigar Company, Inc."
Room101 Uncle Lee Figurado 6 1/2 x 50 Cigars,1 ct,853424007137,5 pk Box,SKU: 71509,"General Cigar Company, Inc."
Rough Rider Candela Gordo 6 x 60 Cigars,,,25 pk Wood Box,810129851052,TP US Corp dba Indian Head Cigars
Rough Rider Candela Robusto 5 x 50 Cigars,,,25 pk Wood Box,810129851007,TP US Corp dba Indian Head Cigars
Rough Rider Candela Toro 6 x 52 Cigars,,,25 pk Wood Box,810129851021,TP US Corp dba Indian Head Cigars
Rough Rider Connecticut Churchill 7 x 50 Cigars,,,25 pk Wood Box,810129851175,TP US Corp dba Indian Head Cigars
Rough Rider Connecticut Robusto 5 x 50 Cigars,,,25 pk Wood Box,810129851151,TP US Corp dba Indian Head Cigars
Rough Rider Connecticut Toro 6 x 52 Cigars,,,25 pk Wood Box,810129851137,TP US Corp dba Indian Head Cigars
Rough Rider Senoritas 4 1/2 x 27 Cigars,,,20 pk Wood Box,810129850864,TP US Corp dba Indian Head Cigars
Royal Blunts EZ Roll Flav-R-Less Cigar Wrappers,1 ct Foil,619682070074,25 pk Display Box,619682070081,New Image Mexico S.A. de C.V.
Royal Blunts Mini Naked Cigar Wrappers,1 ct Foil,619682993311,5 pk Display Box,619682993328,New Image Mexico S.A. de C.V.
Royal Blunts Mini OGK Cigar Wrappers,1 ct Foil,619682993281,5 pk Display Box,619682993298,New Image Mexico S.A. de C.V.
Royal Blunts Mini Sweet Cigar Wrappers,1 ct Foil,619682993342,5 pk Display Box,619682993359,New Image Mexico S.A. de C.V.
Royal Blunts XXL Classic Red Cigar Wrappers,Foil,619682031761,25 pk Display Carton,619682031778,New Image Mexico S.A. de C.V.
Royal Blunts XXL Naked Cigar Wrappers,1 ct Foil,619682021588,25 pk Display Box,619682021601,New Image Mexico S.A. de C.V.
Royal Blunts XXL OGK Cigar Wrappers,1 ct Foil,619682021403,25 pk Display Box,619682021427,New Image Mexico S.A. de C.V.
RR Gran Corona CT Broadleaf Perfecto 6 1/2 x 52 Cigars,,,12 pk Wood Box,657381441153,MI HAVANA CIGARS
RR Gran Corona CT Broadleaf Robusto 5 x 54 Cigars,,,12 pk Wood Box,657381441160,MI HAVANA CIGARS
RR Gran Corona CT Broadleaf Salomon 6 1/2 x 57 Cigars,,,12 pk Wood Box,657381441146,MI HAVANA CIGARS
RR Gran Corona Ecuador Habano Chancho 5 x 60 Cigars,,,12 pk Wood Box,657381441108,MI HAVANA CIGARS
RR Gran Corona Ecuador Habano Gordo 6 x 60 Cigars,,,12 pk Wood Box,657381441085,MI HAVANA CIGARS
RR Gran Corona Ecuador Habano Perfecto 6 1/2 x 52 Cigars,,,12 pk Wood Box,657381440972,MI HAVANA CIGARS
RR Gran Corona Mexico San Andres Chancho 5 x 60 Cigars,,,12 pk Wood Box,657381441221,MI HAVANA CIGARS
RR Gran Corona Mexico San Andres Gordo 6 x 60 Cigars,,,12 pk Wood Box,657381441207,MI HAVANA CIGARS
RR Gran Corona Mexico San Andres Toro 6 1/2 x 54 Cigars,,,12 pk Wood Box,657381441214,MI HAVANA CIGARS
RR Pax Romana Connecticut Churchill 7 x 50 Cigars,,,12 pk Wood Box,657381441023,MI HAVANA CIGARS
RR Pax Romana Connecticut Robusto 5 x 54 Cigars,,,12 pk Wood Box,657381441047,MI HAVANA CIGARS
RR Pax Romana Connecticut Torpedo 6 1/2 x 54 Cigars,,,12 pk Wood Box,657381441030,MI HAVANA CIGARS
RR Pax Romana Ecuador Habano Chancho 5 x 60 Cigars,,,12 pk Wood Box,657381440989,MI HAVANA CIGARS
RR Pax Romana Ecuador Habano Perfecto 6 1/2 x 52 Cigars,,,12 pk Wood Box,657381440972,MI HAVANA CIGARS
RR Pax Romana Ecuador Habano Salomon 6 1/2 x 57 Cigars,,,12 pk Wood Box,657381440965,MI HAVANA CIGARS
RR Pax Romana Mexico San Andres Gordo 6 x 60 Cigars,,,12 pk Wood Box,657381440903,MI HAVANA CIGARS
RR Pax Romana Mexico San Andres Robusto 5 x 54 Cigars,,,12 pk Wood Box,657381440927,MI HAVANA CIGARS
RR Pax Romana Mexico San Andres Toro 6 1/2 x 54 Cigars,,,12 pk Wood Box,657381440910,MI HAVANA CIGARS
RR The Soldier King CT Broadleaf Gordo 6 x 60 Cigars,,,12 pk Wood Box,657381440781,MI HAVANA CIGARS
RR The Soldier King CT Broadleaf Robusto 5 x 54 Cigars,,,12 pk Wood Box,657381440804,MI HAVANA CIGARS
RR The Soldier King CT Broadleaf Toro 6 1/2 x 54 Cigars,,,12 pk Wood Box,657381440798,MI HAVANA CIGARS
RR The Soldier King Ecuador Habano Gordo 6 x 60 Cigars,,,12 pk Wood Box,657381440729,MI HAVANA CIGARS
RR The Soldier King Ecuador Habano Robusto 5 x 54 Cigars,,,12 pk Wood Box,657381440743,MI HAVANA CIGARS
RR The Soldier King Ecuador Habano Toro 6 1/2 x 54 Cigars,,,12 pk Wood Box,657381440736,MI HAVANA CIGARS
RR The Soldier King Mexico San Andres Chancho 5 x 60 Cigars,,,12 pk Wood Box,657381440866,MI HAVANA CIGARS
RR The Soldier King Mexico San Andres Gordo 6 x 60 Cigars,,,12 pk Wood Box,657381440842,MI HAVANA CIGARS
RR The Soldier King Mexico San Andres Torpedo 6 1/2 x 54 Cigars,,,12 pk Wood Box,657381440859,MI HAVANA CIGARS
Saga Blend No. 7 Perfecto 6 1/4 x 54 Cigars,1 ct,7467716610740,,,De Los Reyes Cigars SRL
Saga Blend No. 7 Robusto 5 1/2 x 50 Cigars,1 ct,7467716610726,,,De Los Reyes Cigars SRL
Saga Blend No. 7 Toro Gordo 6 1/2 x 58 Cigars,1 ct,7467716610764,,,De Los Reyes Cigars SRL
Saga Gems Series Ambar Corona Gorda 5 5/8 x 48,1 ct,7467716611815,,,De Los Reyes Cigars SRL
Saga Gems Series Ambar Robusto 5 x 50 Cigars,1 ct,7467716611839,,,De Los Reyes Cigars SRL
Saga Gems Series Ambar Toro 6 x 54 Cigars,1 ct,7467716611853,,,De Los Reyes Cigars SRL
Saga Golden Age Yamasa Gran Corona 5 5/8 x 47 Cigars,1 ct,7467716611532,,,De Los Reyes Cigars SRL
Saga Short Tales Tomo I 4 x 58 Cigars,1 ct,7467716610863,,,De Los Reyes Cigars SRL
Saga Short Tales Tomo II 5 x 54 Cigars,1 ct,7467716610887,,,De Los Reyes Cigars SRL
Saga Short Tales Tomo III 4 1/4 x 42 Cigars,1 ct,7467716610917,,,De Los Reyes Cigars SRL
Saga Short Tales Tomo IV 4 x 44 Cigars,1 ct,7467716610931,,,De Los Reyes Cigars SRL
Saga Short Tales Tomo V 5 x 34 Cigars,1 ct,7467716610955,,,De Los Reyes Cigars SRL
Saga Short Tales Tomo VI 5 1/2 x 58 Cigars,1 ct,7467716610979,,,De Los Reyes Cigars SRL
Saga Short Tales Tomo VII 5 x 52 Cigars,1 ct,7467716610993,,,De Los Reyes Cigars SRL
Saga Solaz Churchill 7 x 48 Cigars,1 ct,7467716611105,,,De Los Reyes Cigars SRL
Saga Solaz Corona 6 x 44 Cigars,1 ct,7467716611129,,,De Los Reyes Cigars SRL
Saga Solaz Gordo 6 x 58 Cigars,1 ct,7467716611082,,,De Los Reyes Cigars SRL
Saga Solaz Robusto 5 x 50 Cigars,1 ct,7467716611068,,,De Los Reyes Cigars SRL
Saint Luis Rey Maduro Churchill 7 x 58 Cigars,1 ct Cello,196043042029,25 pk Wood Box,196043042418,Altadis U.S.A. LLC
Saint Luis Rey Maduro Churchill 7 x 58 Cigars,1 ct Cello,71610847750,25 pk Wood Box,71610847767,Altadis U.S.A. LLC
Saint Luis Rey Maduro No. 6 6 x 60 Cigars,1 ct Cello,196043042005,25 pk Wood Box,196043042395,Altadis U.S.A. LLC
Saint Luis Rey Maduro No. 6 6 x 60 Cigars,1 ct Cello,71610847781,25 pk Wood Box,71610847798,Altadis U.S.A. LLC
Saint Luis Rey Reserva Especial Churchill 7 x 52 Cigars,1 ct Cello,196043041862,25 pk Wood Box,196043042258,Altadis U.S.A. LLC
Saint Luis Rey Reserva Especial Churchill 7 x 52 Cigars,1 ct Cello,71610854345,25 pk Wood Box,71610854369,Altadis U.S.A. LLC
Saint Luis Rey Reserva Especial Maduro Rothchilde 5 x 54 Cigars,1 ct Cello,196043041985,25 pk Wood Box,196043042371,Altadis U.S.A. LLC
Saint Luis Rey Reserva Especial Maduro Rothchilde 5 x 54 Cigars,1 ct Cello,71610854215,25 pk Wood Box,71610854178,Altadis U.S.A. LLC
Saint Luis Rey Reserva Especial Maduro Titan 5 1/2 x 60 Cigars,1 ct Cello,196043041992,25 pk Wood Box,196043042388,Altadis U.S.A. LLC
Saint Luis Rey Reserva Especial Maduro Titan 5 1/2 x 60 Cigars,1 ct Cello,71610854888,25 pk Wood Box,71610854895,Altadis U.S.A. LLC
Saint Luis Rey Reserva Especial Rothchilde 5 x 54 Cigars,1 ct Cello,196043041848,25 pk Wood Box,196043042234,Altadis U.S.A. LLC
Saint Luis Rey Reserva Especial Rothchilde 5 x 54 Cigars,1 ct Cello,71610854208,25 pk Wood Box,71610854161,Altadis U.S.A. LLC
Saint Luis Rey Reserva Especial Titan 5 1/2 x 60 Cigars,1 ct Cello,196043041831,25 pk Wood Box,196043042227,Altadis U.S.A. LLC
Saint Luis Rey Reserva Especial Titan 5 1/2 x 60 Cigars,1 ct Cello,71610854918,25 pk Wood Box,71610854925,Altadis U.S.A. LLC
Saint Luis Rey Serie G Natural No. 6 6 x 60 Cigars,1 ct Cello,196043042036,25 pk Wood Box,196043042425,Altadis U.S.A. LLC
Saint Luis Rey Serie G Natural No. 6 6 x 60 Cigars,1 ct Cello,71610848962,25 pk Wood Box,71610848979,Altadis U.S.A. LLC
Saint Luis Rey Serie G Natural Rothchilde 5 x 56 Cigars,1 ct Cello,196043042043,25 pk Wood Box,196043042432,Altadis U.S.A. LLC
Saint Luis Rey Serie G Natural Rothchilde 5 x 56 Cigars,1 ct Cello,71610848900,25 pk Wood Box,71610848917,Altadis U.S.A. LLC
Salem Gold Non-Menthol 100s Filtered Cigarettes,20 ct Box,90500000136,10 pk Carton,90500100454,"ITG Brands, LLC"
Salem Gold Non-Menthol King Filtered Cigarettes,20 ct Box,90500000129,10 pk Carton,90500100447,"ITG Brands, LLC"
Salem Non-Menthol 100s Filtered Cigarettes,20 ct Box,90500000112,10 pk Carton,90500100430,"ITG Brands, LLC"
Salem Non-Menthol King Filtered Cigarettes,20 ct Box,90500000105,10 pk Carton,90500100423,"ITG Brands, LLC"
Salem Silver Non-Menthol 100s Filtered Cigarettes,20 ct Box,90500000150,10 pk Carton,90500100478,"ITG Brands, LLC"
Sancho Panza Double Maduro Gigante 6 x 60 Cigars,1 ct,,20 pk Wood Box,689674142515,"General Cigar Company, Inc."
Sancho Panza Double Maduro Robusto 5 x 50 Cigars,1 ct,,20 pk Wood Box,689674142454,"General Cigar Company, Inc."
Sancho Panza Double Maduro Toro 6 x 52 Cigars,1 ct,,20 pk Wood Box,689674142485,"General Cigar Company, Inc."
Sancho Panza Extra Chido Gigante 6 x 60 Cigars,1 ct,,20 pk Wood Box,689674156383,"General Cigar Company, Inc."
Sancho Panza Extra Chido Robusto 5 x 50 Cigars,1 ct,689674156321,20 pk Wood Box,689674156314,"General Cigar Company, Inc."
Sancho Panza Extra Chido Toro 6 x 52 Cigars,1 ct,,20 pk Wood Box,689674156352,"General Cigar Company, Inc."
Sancho Panza Extra Fuerte Gigante 5 7/8 x 60 Cigars,1 ct,,20 pk Wood Box,6896741424236,"General Cigar Company, Inc."
Sancho Panza Extra Fuerte Robusto 5 x 50 Cigars,1 ct,689674142362,20 pk Wood Box,689674142355,"General Cigar Company, Inc."
Sancho Panza Extra Fuerte Toro 6 x 52 Cigars,1 ct,,20 pk Wood Box,689674142393,"General Cigar Company, Inc."
Sancho Panza Matadors Cigarillos,10 ct Tin,689674030386,10 pk Display Box,8710622494447,"General Cigar Company, Inc."
Sancho Panza The Original Gigante 6 x 60 Cigars,1 ct,,20 pk Wood Box,689674142607,"General Cigar Company, Inc."
Sancho Panza The Original Robusto 5 1/2 x 50 Cigars,1 ct,,20 pk Wood Box,689674142546,"General Cigar Company, Inc."
Sancho Panza The Original Toro 6 1/2 x 52 Cigars,1 ct,,20 pk Wood Box,689674142577,"General Cigar Company, Inc."
San Cristobal 60-Ring Assortment (Sampler) Cigars,6 ct Mixed Box,819577011292,,,"Ashton Distributors, Inc"
San Cristobal 91-95 Rated Assortment (Sampler) Cigars,5 ct Mixed Pack,819577015344,,,"Ashton Distributors, Inc"
San Cristobal Clasico 5 x 50 Cigars,1 ct Cello,819577014910,24 pk Wood Box,819577014903,"Ashton Distributors, Inc"
San Cristobal Coloso 6 3/4 x 62 Cigars,1 ct Cello,819577010561,24 pk Wood Box,819577014927,"Ashton Distributors, Inc"
San Cristobal Elegancia Churchill 7 x 50 Cigars,1 ct Cello,819577010721,25 pk Wood Box,819577010738,"Ashton Distributors, Inc"
San Cristobal Elegancia Corona 5 1/2 x 46 Cigars,1 ct Cello,819577010745,25 pk Wood Box,819577010752,"Ashton Distributors, Inc"
San Cristobal Elegancia Grandioso 6 x 60 Cigars,1 ct Cello,SKU: CSCELGR,25 pk Wood Box,,"Ashton Distributors, Inc"
San Cristobal Elegancia Imperial 6 x 52 Cigars,1 ct Cello,819577010783,25 pk Wood Box,819577010790,"Ashton Distributors, Inc"
San Cristobal Elegancia Pyramid 6 1/8 x 52 Cigars,1 ct Cello,819577010806,25 pk Wood Box,819577010813,"Ashton Distributors, Inc"
San Cristobal Elegancia Robusto 5 x 50 Cigars,1 ct Cello,819577010820,25 pk Wood Box,819577010837,"Ashton Distributors, Inc"
San Cristobal Escape to Paradise 91-95 Rated Fresh Pack Sampler Cigars,5 ct Mixed Pack,819577013807,10 pk Display Box,819577013791,"Ashton Distributors, Inc"
San Cristobal Escape to Paradise 93-95 Rated Sampler Cigars,3 ct Mixed Box,819577011025,,,"Ashton Distributors, Inc"
San Cristobal Fabuloso 6 1/8 x 52 Cigars,1 ct Cello,819577014958,24 pk Wood Box,819577014941,"Ashton Distributors, Inc"
San Cristobal Monumento 7 1/4 x 49 Cigars,1 ct Cello,SKU: CSCMO24,24 pk Wood Box,819577014965,"Ashton Distributors, Inc"
San Cristobal Papagayo XXL 6 x 60 Cigars,1 ct Cello,819577015016,24 pk Wood Box,819577015009,"Ashton Distributors, Inc"
San Cristobal Paradise Assortment (Sampler) Cigars,5 ct Mixed Pack,,,,"Ashton Distributors, Inc"
San Cristobal Quintessence Belicoso 6 1/2 x 54 Cigars,1 ct Cello,819577011414,24 pk Wood Box,819577011391,"Ashton Distributors, Inc"
San Cristobal Quintessence Churchill 7 x 49 Cigars,1 ct Cello,819577013548,24 pk Wood Box,819577013531,"Ashton Distributors, Inc"
San Cristobal Quintessence Corona Gorda 5 5/8 x 46 Cigars,1 ct Cello,819577011483,24 pk Wood Box,819577011476,"Ashton Distributors, Inc"
San Cristobal Quintessence Epicure 6 x 52 Cigars,1 ct Cello,819577011407,24 pk Wood Box,819577011384,"Ashton Distributors, Inc"
San Cristobal Quintessence Majestic 6 x 60 Cigars,1 ct Cello,819577011377,24 pk Wood Box,819577011360,"Ashton Distributors, Inc"
San Cristobal Quintessence Robusto 5 1/2 x 50 Cigars,1 ct Cello,819577011353,24 pk Wood Box,819577011346,"Ashton Distributors, Inc"
San Cristobal Revelation Legend 6 1/4 x 52 Cigars,1 ct Cello,SKU: CSCRLE,24 pk Wood Box,,"Ashton Distributors, Inc"
San Cristobal Revelation Leviathan 6 1/2 x 64 Cigars,1 ct Cello,819577010974,24 pk Wood Box,819577010981,"Ashton Distributors, Inc"
San Cristobal Revelation Mystic 5 5/8 x 48 Cigars,1 ct Cello,SKU: CSCRMY,24 pk Wood Box,,"Ashton Distributors, Inc"
San Cristobal Revelation Odessey 6 x 60 Cigars,1 ct Cello,819577010950,24 pk Wood Box,819577010967,"Ashton Distributors, Inc"
San Cristobal Revelation Prophet 5 1/4 x 54 Cigars,1 ct Cello,819577010912,24 pk Wood Box,819577010929,"Ashton Distributors, Inc"
San Cristobal Revelation Triumph 7 x 50 Cigars,1 ct Cello,819577011100,24 pk Wood Box,819577011094,"Ashton Distributors, Inc"
San Cristobal Supremo 6 x 50 Cigars,1 ct Cello,SKU: CSCSU24,24 pk Wood Box,,"Ashton Distributors, Inc"
San Lotano Premium Handmade Bull 6 x 54 Cigars,,SKU: SLBUL,20 pk Wood Box,,AJ Fernandez Cigar Company
San Lotano Premium Handmade Bull 6 x 54 Cigars,,,20 pk Wood Box,810194081224,AJ Fernandez Cigar Company
San Lotano Premium Handmade Bull 6 x 54 Cigars,,,20 pk Wood Box,810194081248,AJ Fernandez Cigar Company
San Lotano Premium Handmade Bull 6 x 54 Cigars,,,20 pk Wood Box,810194081262,AJ Fernandez Cigar Company
San Lotano Premium Handmade Bull 6 x 54 Cigars,,,20 pk Wood Box,810194081286,AJ Fernandez Cigar Company
San Lotano Premium Handmade Connecticut 6 x 52 Cigars,,SKU: SLCT,20 pk Wood Box,,AJ Fernandez Cigar Company
San Lotano Premium Handmade Connecticut 6 x 52 Cigars,,,20 pk Wood Box,810194080548,AJ Fernandez Cigar Company
San Lotano Premium Handmade Connecticut 6 x 52 Cigars,,,20 pk Wood Box,810194080562,AJ Fernandez Cigar Company
San Lotano Premium Handmade Connecticut 6 x 52 Cigars,,,20 pk Wood Box,810194080586,AJ Fernandez Cigar Company
San Lotano Premium Handmade Connecticut 6 x 52 Cigars,,,20 pk Wood Box,810194080609,AJ Fernandez Cigar Company
San Lotano Premium Handmade Connecticut 6 x 52 Cigars,,,20 pk Wood Box,810194080623,AJ Fernandez Cigar Company
San Lotano Premium Handmade Habano 6 x 54 Cigars,,SKU: SLH,20 pk Wood Box,,AJ Fernandez Cigar Company
San Lotano Premium Handmade Habano 6 x 54 Cigars,,,20 pk Wood Box,810194080647,AJ Fernandez Cigar Company
San Lotano Premium Handmade Habano 6 x 54 Cigars,,,20 pk Wood Box,810194080661,AJ Fernandez Cigar Company
San Lotano Premium Handmade Habano 6 x 54 Cigars,,,20 pk Wood Box,810194080685,AJ Fernandez Cigar Company
San Lotano Premium Handmade Habano 6 x 54 Cigars,,,20 pk Wood Box,810194080708,AJ Fernandez Cigar Company
San Lotano Premium Handmade Habano 6 x 54 Cigars,,,20 pk Wood Box,810194080722,AJ Fernandez Cigar Company
San Lotano Premium Handmade Maduro 6 x 52 Cigars,,SKU: SLM,20 pk Wood Box,,AJ Fernandez Cigar Company
San Lotano Premium Handmade Maduro 6 x 52 Cigars,,,20 pk Wood Box,810194080746,AJ Fernandez Cigar Company
San Lotano Premium Handmade Maduro 6 x 52 Cigars,,,20 pk Wood Box,810194080760,AJ Fernandez Cigar Company
San Lotano Premium Handmade Maduro 6 x 52 Cigars,,,20 pk Wood Box,810194080784,AJ Fernandez Cigar Company
San Lotano Premium Handmade Maduro 6 x 52 Cigars,,,20 pk Wood Box,810194080807,AJ Fernandez Cigar Company
San Lotano Premium Handmade Maduro 6 x 52 Cigars,,,20 pk Wood Box,810194080821,AJ Fernandez Cigar Company
Santa Fe Original 100s Filtered Little Cigars,20 ct Soft Pack,25900405502,10 pk Carton,25900491000,"Swisher International, Inc."
Sarzedas Churchill 7 x 48 Cigars,1 ct Cello,76622245020,20 pk Wood Box,76622345218,J.C. Newman Cigar Co.
Sarzedas Corona 5 1/2 x Cigars,1 ct Cello,76622245013,20 pk Wood Box,76622345119,J.C. Newman Cigar Co.
Sarzedas Robusto 4 3/4 x 52 Cigars,1 ct Cello,76622245044,20 pk Wood Box,76622345416,J.C. Newman Cigar Co.
Sarzedas Toro 6 x 50 Cigars,1 ct Cello,76622245037,20 pk Wood Box,76622345317,J.C. Newman Cigar Co.
Seneca Blue 100s Filtered Cigarettes,20 ct Box,681467003218,10 pk Carton,681467003225,"Grand River Enterprises Six Nations, Ltd."
Seneca Blue 100s Filtered Cigars,20 ct Box,844504001534,10 pk Carton,844504001497,Lake Erie Tobacco Company
Seneca Blue King Filtered Cigarettes,20 ct Box,681467003546,10 pk Carton,681467003553,"Grand River Enterprises Six Nations, Ltd."
Seneca Full Flavor 100s Filtered Cigarettes,20 ct Box,681467003188,10 pk Carton,681467003195,"Grand River Enterprises Six Nations, Ltd."
Seneca Full Flavor King Filtered Cigarettes,20 ct Box,681467003515,10 pk Carton,681467003522,"Grand River Enterprises Six Nations, Ltd."
Seneca Full Flavor King Non-Filtered Cigarettes,20 ct Box,681467003669,10 pk Carton,681467003676,"Grand River Enterprises Six Nations, Ltd."
Seneca Full Flavor Super Thins 120s Filtered Cigarettes,20 ct Box,681467003690,10 pk Carton,681467003706,"Grand River Enterprises Six Nations, Ltd."
Seneca Medium 100s Filtered Cigarettes,20 ct Box,681467004208,10 pk Carton,681467004215,"Grand River Enterprises Six Nations, Ltd."
Seneca Medium King Filtered Cigarettes,20 ct Box,681467004260,10 pk Carton,681467004277,"Grand River Enterprises Six Nations, Ltd."
Seneca Red 100s Filtered Cigars,20 ct Box,844504001503,10 pk Carton,844504001466,Lake Erie Tobacco Company
Seneca Silver 100s Filtered Cigarettes,20 ct Box,681467003249,10 pk Carton,681467003256,"Grand River Enterprises Six Nations, Ltd."
Seneca Silver King Filtered Cigarettes,20 ct Box,681467003577,10 pk Carton,681467003584,"Grand River Enterprises Six Nations, Ltd."
Seneca Smooth Super Thins 120s Filtered Cigarettes,20 ct Box,681467003812,10 pk Carton,681467003829,"Grand River Enterprises Six Nations, Ltd."
Seneca Ultra Super Thins 120s Filtered Cigarettes,20 ct Box,681467003751,10 pk Carton,681467003768,"Grand River Enterprises Six Nations, Ltd."
Sesh+ Clear 4 mg Nicotine Pouches,20 ct Can,628634132517,5 pk Roll,628634132630,Sesh Products US Inc
Sesh+ Clear 6 mg Nicotine Pouches,20 ct Can,628634132814,5 pk Roll,628634132951,Sesh Products US Inc
Sesh+ Clear 8 mg Nicotine Pouches,20 ct Can,628634132913,5 pk Roll,628308951871,Sesh Products US Inc
Sett Pouches Unflavored 3 mg Ceretine Portioned Analog Product,20 ct Can,850069625153,5 pk Roll,850069625177,"Granite Canyon, Inc."
Sett Pouches Unflavored 6 mg Ceretine Portioned Analog Product,20 ct Can,850069625160,5 pk Roll,850069625184,"Granite Canyon, Inc."
Sextooth Fast and Slow 4 1/2 x 40 Cigars,1 ct Cello,651989003935,36 pk Wood Box,651989003973,"My Father Cigars, S.A"
Sextooth Holiday 4 1/2 x 50 Cigars,1 ct Cello,651989003942,24 pk Wood Box,651989003980,"My Father Cigars, S.A"
Sextooth Vampire 5 x 58 Cigars,1 ct Cello,651989003966,24 pk Wood Box,651989004000,"My Father Cigars, S.A"
Sextooth William Blake 4 1/2 x 60 Cigars,1 ct Cello,651989003959,24 pk Wood Box,651989003997,"My Father Cigars, S.A"
Shaggy Pig Habano Oscuro Gordo 6 x 58 Cigars,,,20 pk Bundle,37171540486,"APS DISTRIBUTORS, LLC"
Shaggy Pig Habano Oscuro Robusto 5 3/4 x 52 Cigars,,,20 pk Bundle,37171540516,"APS DISTRIBUTORS, LLC"
Shaggy Pig Habano Oscuro Sublime 6 1/2 x 54 Cigars,,,20 pk Bundle,37171540509,"APS DISTRIBUTORS, LLC"
Shield Blue 100s Filtered Cigarettes,20 ct Box,814057002302,10 pk Carton,814057002319,"U.S. FLUE-CURED TOBACCO GROWERS, INC."
Shield Blue King Filtered Cigarettes,20 ct Box,814057001206,10 pk Carton,814057001213,"U.S. FLUE-CURED TOBACCO GROWERS, INC."
Shield Red 100s Filtered Cigarettes,20 ct Box,814057002104,10 pk Carton,814057002111,"U.S. FLUE-CURED TOBACCO GROWERS, INC."
Shield Red King Filtered Cigarettes,20 ct Box,814057001008,10 pk Carton,814057001015,"U.S. FLUE-CURED TOBACCO GROWERS, INC."
Shield Silver 100s Filtered Cigarettes,20 ct Box,814057002906,10 pk Carton,814057002913,"U.S. FLUE-CURED TOBACCO GROWERS, INC."
Shield Silver King Filtered Cigarettes,20 ct Box,814057001404,10 pk Carton,814057001411,"U.S. FLUE-CURED TOBACCO GROWERS, INC."
Show Black Tip Lite Cigarillos,1 ct Foil,817127028592,25 pk Carton,817127029223,"Show Cigars, Inc."
Show Black Tip Lite Cigarillos,1 ct Foil,817127028547,25 pk Carton,817127029179,"Show Cigars, Inc."
Show Black Tip Lite Cigarillos,2 ct Foil,817127028691,15 pk Carton,817127029322,"Show Cigars, Inc."
Show Black Tip Lite Cigarillos,2 ct Foil,817127028646,15 pk Carton,817127029278,"Show Cigars, Inc."
Show Black Tip Regular Cigarillos,1 ct Foil,817127028608,25 pk Carton,817127029230,"Show Cigars, Inc."
Show Black Tip Regular Cigarillos,1 ct Foil,817127028554,25 pk Carton,817127029186,"Show Cigars, Inc."
Show Black Tip Regular Cigarillos,2 ct Foil,817127028707,15 pk Carton,817127029339,"Show Cigars, Inc."
Show Black Tip Regular Cigarillos,2 ct Foil,817127028653,15 pk Carton,817127029285,"Show Cigars, Inc."
Show Black Tip Smooth Cigarillos,1 ct Foil,817127028615,25 pk Carton,817127029247,"Show Cigars, Inc."
Show Black Tip Smooth Cigarillos,1 ct Foil,817127028561,25 pk Carton,817127029193,"Show Cigars, Inc."
